Time(s)	Delta1C(deg)	Delta2C(deg)	Delta3C(deg)	Delta4C(deg)	Delta1(deg)	Delta2(deg)	Delta3(deg)	Delta4(deg)
0.000	0.000000	0.000000	0.000000	0.000000	-1.588780	-0.243532	0.158931	-0.201911
0.010	0.000000	0.000000	0.000000	0.000000	-1.588780	-0.243532	0.158931	-0.201911
0.020	0.000000	0.000000	0.000000	0.000000	-15.270016	-14.978729	-14.734395	-15.703910
0.030	0.000000	0.000000	0.000000	0.000000	-14.974882	-14.668606	-14.717485	-15.703910
0.040	0.000000	0.000000	0.000000	0.000000	-13.530282	-13.738236	-13.787462	-14.677489
0.050	0.000000	0.000000	0.000000	0.000000	-12.054615	-12.203942	-12.248696	-12.294726
0.060	0.000000	0.000000	0.000000	0.000000	-10.578947	-10.653325	-10.388649	-10.590134
0.070	0.000000	0.000000	0.000000	0.000000	-8.528547	-8.498785	-8.224231	-8.225700
0.080	0.000000	0.000000	0.000000	0.000000	-6.493679	-6.638045	-6.059813	-5.476358
0.090	0.000000	0.000000	0.000000	0.000000	-4.458812	-4.483504	-3.895395	-3.423516
0.100	0.000000	0.000000	0.000000	0.000000	-2.408411	-2.622764	-1.730977	-1.040753
0.110	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.794669	-0.158392	0.645510
0.120	0.000000	0.000000	0.000000	0.000000	-1.243411	0.772269	0.162889	0.663839
0.130	0.000000	0.000000	0.000000	0.000000	-1.227877	1.996440	0.145979	0.645510
0.140	0.000000	0.000000	0.000000	0.000000	-1.243411	2.910488	0.145979	0.645510
0.150	0.000000	0.000000	0.000000	0.000000	-1.243411	3.547057	-0.141482	0.663839
0.160	0.000000	0.000000	0.000000	0.000000	-1.243411	2.926810	0.145979	0.315589
0.170	0.000000	0.000000	0.000000	0.000000	-1.243411	1.996440	-0.175301	0.315589
0.180	0.000000	0.000000	0.000000	0.000000	-1.227877	1.082393	-0.158392	0.315589
0.190	0.000000	0.000000	0.000000	0.000000	-0.932744	0.152023	-0.158392	0.315589
0.200	0.000000	0.000000	0.000000	0.000000	-0.948277	-0.158100	0.145979	-0.032661
0.210	0.000000	0.000000	0.000000	0.000000	-0.932744	-0.468224	-0.158392	0.315589
0.220	0.000000	0.000000	0.000000	0.000000	-0.932744	-0.484546	0.145979	-0.032661
0.230	0.000000	0.000000	0.000000	0.000000	-0.948277	-0.174423	-0.158392	-0.032661
0.240	0.000000	0.000000	0.000000	0.000000	-0.948277	-0.174423	-0.158392	0.315589
0.250	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	0.162889	0.315589
0.260	0.000000	0.000000	0.000000	0.000000	-1.227877	-0.158100	-0.158392	-0.032661
0.270	0.000000	0.000000	0.000000	0.000000	-0.948277	-0.158100	0.145979	-0.014332
0.280	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.484546	0.145979	0.315589
0.290	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.158392	0.315589
0.300	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	0.162889	-0.014332
0.310	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.175301	-0.032661
0.320	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.158100	-0.175301	0.297260
0.330	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.158392	-0.032661
0.340	0.000000	0.000000	0.000000	0.000000	-0.948277	-0.174423	0.145979	-0.014332
0.350	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	0.162889	0.333918
0.360	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.158392	0.333918
0.370	0.000000	0.000000	0.000000	0.000000	-0.948277	-0.158100	-0.158392	0.315589
0.380	0.000000	0.000000	0.000000	0.000000	-0.948277	-0.174423	0.162889	-0.032661
0.390	0.000000	0.000000	0.000000	0.000000	-0.948277	-0.174423	-0.175301	-0.032661
0.400	0.000000	0.000000	0.000000	0.000000	-0.948277	-0.158100	0.145979	-0.032661
0.410	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.141482	-0.050990
0.420	0.000000	0.000000	0.000000	0.000000	-1.227877	-0.158100	0.145979	-0.050990
0.430	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.158392	-0.032661
0.440	0.000000	0.000000	0.000000	0.000000	-0.932744	-0.158100	-0.158392	-0.014332
0.450	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	0.162889	-0.032661
0.460	0.000000	0.000000	0.000000	0.000000	-0.932744	-0.158100	0.145979	0.315589
0.470	0.000000	0.000000	0.000000	0.000000	-0.948277	-0.174423	-0.141482	0.315589
0.480	0.000000	0.000000	0.000000	0.000000	-1.227877	-0.174423	-0.158392	-0.050990
0.490	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.158100	0.162889	0.297260
0.500	0.000000	0.000000	0.000000	0.000000	-0.948277	-0.174423	-0.158392	0.297260
0.510	0.000000	0.000000	0.000000	0.000000	-1.243411	0.135701	-0.158392	-0.032661
0.520	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.158100	-0.158392	-0.032661
0.530	0.000000	0.000000	0.000000	0.000000	-1.227877	-0.158100	0.145979	0.315589
0.540	0.000000	0.000000	0.000000	0.000000	-0.948277	-0.174423	-0.175301	-0.014332
0.550	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.158392	-0.032661
0.560	0.000000	0.000000	0.000000	0.000000	-0.932744	-0.158100	0.145979	-0.032661
0.570	0.000000	0.000000	0.000000	0.000000	-0.948277	-0.174423	-0.158392	-0.032661
0.580	0.000000	0.000000	0.000000	0.000000	-0.948277	-0.158100	0.162889	0.297260
0.590	0.000000	0.000000	0.000000	0.000000	-0.932744	-0.158100	-0.158392	-0.032661
0.600	0.000000	0.000000	0.000000	0.000000	-0.948277	-0.174423	0.162889	0.297260
0.610	0.000000	0.000000	0.000000	0.000000	-0.948277	-0.158100	0.145979	0.315589
0.620	0.000000	0.000000	0.000000	0.000000	-1.227877	-0.158100	0.145979	-0.032661
0.630	0.000000	0.000000	0.000000	0.000000	-0.948277	-0.158100	-0.158392	0.297260
0.640	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.158100	-0.158392	0.315589
0.650	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	0.145979	-0.032661
0.660	0.000000	0.000000	0.000000	0.000000	-0.948277	-0.158100	-0.158392	-0.032661
0.670	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.158100	0.162889	0.315589
0.680	0.000000	0.000000	0.000000	0.000000	-1.227877	-0.484546	-0.158392	0.297260
0.690	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.158100	0.145979	-0.032661
0.700	0.000000	0.000000	0.000000	0.000000	-0.948277	-0.174423	-0.175301	-0.014332
0.710	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.158100	0.145979	0.315589
0.720	0.000000	0.000000	0.000000	0.000000	-0.948277	-0.158100	0.162889	-0.032661
0.730	0.000000	0.000000	0.000000	0.000000	-0.948277	-0.174423	-0.158392	0.315589
0.740	0.000000	0.000000	0.000000	0.000000	-1.258944	-0.174423	0.145979	0.315589
0.750	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.158392	0.315589
0.760	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.141482	-0.032661
0.770	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	0.162889	0.315589
0.780	0.000000	0.000000	0.000000	0.000000	-0.932744	-0.174423	0.145979	0.315589
0.790	0.000000	0.000000	0.000000	0.000000	-1.243411	0.152023	0.145979	0.315589
0.800	0.000000	0.000000	0.000000	0.000000	-0.948277	-0.174423	0.145979	-0.032661
0.810	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.190745	-0.158392	0.315589
0.820	0.000000	0.000000	0.000000	0.000000	-0.948277	-0.158100	0.162889	-0.032661
0.830	0.000000	0.000000	0.000000	0.000000	-1.227877	-0.174423	-0.158392	-0.032661
0.840	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.158100	-0.141482	0.297260
0.850	0.000000	0.000000	0.000000	0.000000	-1.227877	-0.158100	-0.158392	0.297260
0.860	0.000000	0.000000	0.000000	0.000000	-0.932744	-0.158100	-0.175301	-0.032661
0.870	0.000000	0.000000	0.000000	0.000000	-1.227877	-0.158100	-0.158392	0.297260
0.880	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.158100	-0.158392	-0.032661
0.890	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.158392	0.315589
0.900	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.158392	-0.032661
0.910	0.000000	0.000000	0.000000	0.000000	-0.948277	0.152023	0.129070	-0.032661
0.920	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	0.162889	0.315589
0.930	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.158100	0.162889	-0.014332
0.940	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.158392	0.315589
0.950	0.000000	0.000000	0.000000	0.000000	-0.948277	-0.174423	0.145979	0.315589
0.960	0.000000	0.000000	0.000000	0.000000	-0.948277	-0.174423	0.145979	-0.014332
0.970	0.000000	0.000000	0.000000	0.000000	-0.948277	-0.174423	0.145979	-0.014332
0.980	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	0.145979	0.333918
0.990	0.000000	0.000000	0.000000	0.000000	-0.932744	-0.158100	-0.158392	0.297260
1.000	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	0.145979	0.297260
1.010	1.000000	1.000000	1.000000	1.000000	-1.227877	-0.158100	-0.158392	0.333918
1.020	1.000000	1.000000	1.000000	1.000000	-0.948277	-0.158100	0.145979	0.315589
1.030	1.000000	1.000000	1.000000	1.000000	-0.948277	-0.174423	0.145979	0.315589
1.040	1.000000	1.000000	1.000000	1.000000	-1.227877	-0.174423	-0.158392	-0.032661
1.050	1.000000	1.000000	1.000000	1.000000	-0.932744	-0.158100	0.129070	0.315589
1.060	1.000000	1.000000	1.000000	1.000000	-0.668677	0.462146	0.145979	0.315589
1.070	1.000000	1.000000	1.000000	1.000000	-0.668677	0.462146	0.467260	0.333918
1.080	1.000000	1.000000	1.000000	1.000000	-0.358010	0.462146	0.467260	1.012089
1.090	1.000000	1.000000	1.000000	1.000000	-0.653144	0.772269	0.467260	0.993760
1.100	1.000000	1.000000	1.000000	1.000000	-0.668677	0.755947	0.467260	1.030418
1.110	1.000000	1.000000	1.000000	1.000000	-0.078410	0.755947	0.771632	0.993760
1.120	1.000000	1.000000	1.000000	1.000000	-0.358010	0.755947	0.467260	0.975431
1.130	1.000000	1.000000	1.000000	1.000000	-0.358010	0.772269	0.467260	0.975431
1.140	1.000000	1.000000	1.000000	1.000000	-0.373544	0.772269	0.467260	1.342010
1.150	1.000000	1.000000	1.000000	1.000000	-0.358010	1.066070	0.467260	0.993760
1.160	1.000000	1.000000	1.000000	1.000000	-0.358010	0.772269	0.771632	1.012089
1.170	1.000000	1.000000	1.000000	1.000000	-0.358010	0.755947	0.771632	0.993760
1.180	1.000000	1.000000	1.000000	1.000000	-0.358010	0.755947	0.771632	0.993760
1.190	1.000000	1.000000	1.000000	1.000000	-0.373544	0.772269	0.467260	0.975431
1.200	1.000000	1.000000	1.000000	1.000000	-0.342477	0.755947	0.450351	1.012089
1.210	1.000000	1.000000	1.000000	1.000000	-0.358010	0.772269	0.771632	0.993760
1.220	1.000000	1.000000	1.000000	1.000000	-0.078410	0.755947	0.771632	1.012089
1.230	1.000000	1.000000	1.000000	1.000000	-0.358010	1.066070	0.771632	0.993760
1.240	1.000000	1.000000	1.000000	1.000000	-0.358010	0.755947	0.771632	1.012089
1.250	1.000000	1.000000	1.000000	1.000000	-0.373544	1.082393	0.754722	0.993760
1.260	1.000000	1.000000	1.000000	1.000000	-0.373544	1.082393	0.771632	1.012089
1.270	1.000000	1.000000	1.000000	1.000000	-0.358010	0.772269	0.754722	0.993760
1.280	1.000000	1.000000	1.000000	1.000000	-0.358010	0.772269	0.771632	0.993760
1.290	1.000000	1.000000	1.000000	1.000000	-0.358010	0.755947	0.467260	0.975431
1.300	1.000000	1.000000	1.000000	1.000000	-0.358010	0.772269	0.450351	0.993760
1.310	1.000000	1.000000	1.000000	1.000000	-0.373544	0.755947	0.467260	0.993760
1.320	1.000000	1.000000	1.000000	1.000000	-0.373544	0.755947	0.771632	0.993760
1.330	1.000000	1.000000	1.000000	1.000000	-0.373544	0.772269	0.771632	1.342010
1.340	1.000000	1.000000	1.000000	1.000000	-0.373544	0.755947	0.450351	1.012089
1.350	1.000000	1.000000	1.000000	1.000000	-0.358010	1.082393	0.450351	0.993760
1.360	1.000000	1.000000	1.000000	1.000000	-0.358010	0.772269	0.754722	0.993760
1.370	1.000000	1.000000	1.000000	1.000000	-0.358010	0.755947	0.450351	0.993760
1.380	1.000000	1.000000	1.000000	1.000000	-0.358010	1.066070	0.771632	0.993760
1.390	1.000000	1.000000	1.000000	1.000000	-0.373544	0.755947	0.771632	0.993760
1.400	1.000000	1.000000	1.000000	1.000000	-0.373544	1.082393	0.450351	0.993760
1.410	1.000000	1.000000	1.000000	1.000000	-0.373544	0.772269	0.450351	1.012089
1.420	1.000000	1.000000	1.000000	1.000000	-0.358010	0.755947	0.467260	0.993760
1.430	1.000000	1.000000	1.000000	1.000000	-0.389077	0.772269	0.467260	0.993760
1.440	1.000000	1.000000	1.000000	1.000000	-0.373544	0.772269	0.467260	0.993760
1.450	1.000000	1.000000	1.000000	1.000000	-0.358010	0.755947	0.754722	1.012089
1.460	1.000000	1.000000	1.000000	1.000000	-0.358010	1.066070	0.467260	0.975431
1.470	1.000000	1.000000	1.000000	1.000000	-0.373544	0.755947	0.771632	0.993760
1.480	1.000000	1.000000	1.000000	1.000000	-0.358010	0.772269	0.771632	1.012089
1.490	1.000000	1.000000	1.000000	1.000000	-0.373544	1.066070	0.450351	0.993760
1.500	1.000000	1.000000	1.000000	1.000000	-0.358010	0.755947	0.450351	0.993760
1.510	1.000000	1.000000	1.000000	1.000000	-0.358010	0.772269	0.467260	0.993760
1.520	1.000000	1.000000	1.000000	1.000000	-0.358010	0.755947	0.771632	0.993760
1.530	1.000000	1.000000	1.000000	1.000000	-0.358010	1.066070	0.788541	1.012089
1.540	1.000000	1.000000	1.000000	1.000000	-0.358010	0.772269	0.788541	0.993760
1.550	1.000000	1.000000	1.000000	1.000000	-0.373544	1.082393	0.484170	0.993760
1.560	1.000000	1.000000	1.000000	1.000000	-0.358010	0.739625	0.771632	0.993760
1.570	1.000000	1.000000	1.000000	1.000000	-0.358010	0.772269	0.467260	0.975431
1.580	1.000000	1.000000	1.000000	1.000000	-0.373544	1.066070	0.788541	0.993760
1.590	1.000000	1.000000	1.000000	1.000000	-0.358010	1.066070	0.467260	0.975431
1.600	1.000000	1.000000	1.000000	1.000000	-0.373544	0.772269	0.467260	0.993760
1.610	1.000000	1.000000	1.000000	1.000000	-0.358010	0.755947	0.771632	1.012089
1.620	1.000000	1.000000	1.000000	1.000000	-0.373544	1.082393	0.771632	0.993760
1.630	1.000000	1.000000	1.000000	1.000000	-0.358010	0.772269	0.467260	0.993760
1.640	1.000000	1.000000	1.000000	1.000000	-0.078410	0.755947	0.467260	0.975431
1.650	1.000000	1.000000	1.000000	1.000000	-0.358010	0.739625	0.484170	0.993760
1.660	1.000000	1.000000	1.000000	1.000000	-0.653144	0.755947	0.467260	0.975431
1.670	1.000000	1.000000	1.000000	1.000000	-0.358010	0.755947	0.467260	0.993760
1.680	1.000000	1.000000	1.000000	1.000000	-0.358010	0.772269	0.467260	0.993760
1.690	1.000000	1.000000	1.000000	1.000000	-0.373544	0.772269	0.788541	0.993760
1.700	1.000000	1.000000	1.000000	1.000000	-0.373544	0.755947	0.467260	0.993760
1.710	1.000000	1.000000	1.000000	1.000000	-0.358010	0.755947	0.771632	0.975431
1.720	1.000000	1.000000	1.000000	1.000000	-0.358010	1.049748	0.484170	1.012089
1.730	1.000000	1.000000	1.000000	1.000000	-0.358010	0.772269	0.771632	1.342010
1.740	1.000000	1.000000	1.000000	1.000000	-0.373544	0.772269	0.467260	0.993760
1.750	1.000000	1.000000	1.000000	1.000000	-0.373544	0.755947	0.771632	0.993760
1.760	1.000000	1.000000	1.000000	1.000000	-0.373544	0.755947	0.484170	0.993760
1.770	1.000000	1.000000	1.000000	1.000000	-0.373544	1.066070	0.788541	0.993760
1.780	1.000000	1.000000	1.000000	1.000000	-0.373544	0.755947	0.771632	0.975431
1.790	1.000000	1.000000	1.000000	1.000000	-0.373544	0.755947	0.467260	0.975431
1.800	1.000000	1.000000	1.000000	1.000000	-0.358010	0.755947	0.771632	0.993760
1.810	1.000000	1.000000	1.000000	1.000000	-0.358010	0.755947	0.788541	0.993760
1.820	1.000000	1.000000	1.000000	1.000000	-0.358010	0.772269	0.771632	0.975431
1.830	1.000000	1.000000	1.000000	1.000000	-0.358010	0.772269	0.788541	0.993760
1.840	1.000000	1.000000	1.000000	1.000000	-0.358010	0.772269	0.788541	0.993760
1.850	1.000000	1.000000	1.000000	1.000000	-0.358010	0.755947	0.450351	0.993760
1.860	1.000000	1.000000	1.000000	1.000000	-0.358010	0.772269	0.788541	0.975431
1.870	1.000000	1.000000	1.000000	1.000000	-0.358010	1.082393	0.771632	0.975431
1.880	1.000000	1.000000	1.000000	1.000000	-0.358010	0.772269	0.771632	0.993760
1.890	1.000000	1.000000	1.000000	1.000000	-0.358010	0.772269	0.771632	0.993760
1.900	1.000000	1.000000	1.000000	1.000000	-0.373544	0.755947	0.788541	0.993760
1.910	1.000000	1.000000	1.000000	1.000000	-0.358010	0.772269	0.771632	1.012089
1.920	1.000000	1.000000	1.000000	1.000000	-0.358010	0.755947	0.484170	0.975431
1.930	1.000000	1.000000	1.000000	1.000000	-0.358010	0.755947	0.788541	0.993760
1.940	1.000000	1.000000	1.000000	1.000000	-0.358010	0.755947	0.771632	0.975431
1.950	1.000000	1.000000	1.000000	1.000000	-0.358010	1.082393	0.467260	1.012089
1.960	1.000000	1.000000	1.000000	1.000000	-0.373544	0.755947	0.467260	0.975431
1.970	1.000000	1.000000	1.000000	1.000000	-0.373544	0.772269	0.771632	0.993760
1.980	1.000000	1.000000	1.000000	1.000000	-0.358010	0.755947	0.484170	0.975431
1.990	1.000000	1.000000	1.000000	1.000000	-0.373544	0.739625	0.788541	0.993760
2.000	1.000000	1.000000	1.000000	1.000000	-0.078410	0.755947	0.467260	0.975431
2.010	1.000000	1.000000	1.000000	1.000000	-0.358010	0.755947	0.467260	0.993760
2.020	1.000000	1.000000	1.000000	1.000000	-0.373544	0.755947	0.450351	0.975431
2.030	1.000000	1.000000	1.000000	1.000000	-0.373544	0.755947	0.771632	0.993760
2.040	1.000000	1.000000	1.000000	1.000000	-0.373544	0.772269	0.450351	0.993760
2.050	1.000000	1.000000	1.000000	1.000000	-0.358010	0.772269	0.467260	0.975431
2.060	1.000000	1.000000	1.000000	1.000000	-0.373544	0.755947	0.754722	0.975431
2.070	1.000000	1.000000	1.000000	1.000000	-0.373544	0.755947	0.771632	0.975431
2.080	1.000000	1.000000	1.000000	1.000000	-0.062877	1.082393	0.771632	0.975431
2.090	1.000000	1.000000	1.000000	1.000000	-0.373544	1.082393	0.467260	0.993760
2.100	1.000000	1.000000	1.000000	1.000000	-0.373544	0.772269	0.771632	0.993760
2.110	1.000000	1.000000	1.000000	1.000000	-0.358010	0.772269	0.467260	0.975431
2.120	1.000000	1.000000	1.000000	1.000000	-0.358010	1.082393	0.467260	0.993760
2.130	1.000000	1.000000	1.000000	1.000000	-0.358010	0.755947	0.788541	0.975431
2.140	1.000000	1.000000	1.000000	1.000000	-0.358010	0.772269	0.467260	0.993760
2.150	1.000000	1.000000	1.000000	1.000000	-0.389077	0.755947	0.771632	0.975431
2.160	1.000000	1.000000	1.000000	1.000000	-0.358010	0.755947	0.467260	0.993760
2.170	1.000000	1.000000	1.000000	1.000000	-0.358010	0.772269	0.771632	0.993760
2.180	1.000000	1.000000	1.000000	1.000000	-0.358010	0.772269	0.467260	0.975431
2.190	1.000000	1.000000	1.000000	1.000000	-0.358010	0.755947	0.771632	0.975431
2.200	1.000000	1.000000	1.000000	1.000000	-0.373544	0.755947	0.771632	0.975431
2.210	1.000000	1.000000	1.000000	1.000000	-0.373544	0.772269	0.771632	0.975431
2.220	1.000000	1.000000	1.000000	1.000000	-0.373544	0.772269	0.771632	0.993760
2.230	1.000000	1.000000	1.000000	1.000000	-0.373544	0.772269	0.450351	0.993760
2.240	1.000000	1.000000	1.000000	1.000000	-0.373544	0.772269	0.754722	0.993760
2.250	1.000000	1.000000	1.000000	1.000000	-0.358010	0.739625	0.450351	0.975431
2.260	1.000000	1.000000	1.000000	1.000000	-0.373544	0.772269	0.501079	0.975431
2.270	1.000000	1.000000	1.000000	1.000000	-0.373544	0.755947	0.771632	0.975431
2.280	1.000000	1.000000	1.000000	1.000000	-0.358010	0.772269	0.450351	0.975431
2.290	1.000000	1.000000	1.000000	1.000000	-0.358010	1.066070	0.450351	0.975431
2.300	1.000000	1.000000	1.000000	1.000000	-0.373544	0.772269	0.467260	0.975431
2.310	1.000000	1.000000	1.000000	1.000000	-0.373544	0.772269	0.467260	0.993760
2.320	1.000000	1.000000	1.000000	1.000000	-0.358010	0.755947	0.771632	0.975431
2.330	1.000000	1.000000	1.000000	1.000000	-0.358010	0.772269	0.771632	0.993760
2.340	1.000000	1.000000	1.000000	1.000000	-0.373544	0.755947	0.771632	0.993760
2.350	1.000000	1.000000	1.000000	1.000000	-0.373544	0.755947	0.771632	0.975431
2.360	1.000000	1.000000	1.000000	1.000000	-0.373544	0.755947	0.771632	0.975431
