Time(s)	Delta1C(deg)	Delta2C(deg)	Delta3C(deg)	Delta4C(deg)	Delta1(deg)	Delta2(deg)	Delta3(deg)	Delta4(deg)
0.000	0.000000	0.000000	0.000000	0.000000	-1.588780	-0.243532	0.158931	-0.201911
0.010	0.000000	0.000000	0.000000	0.000000	-1.588780	-0.243532	0.158931	-0.201911
0.020	0.000000	0.000000	0.000000	0.000000	-1.523011	-0.174423	-0.479673	-0.710832
0.030	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.158100	-0.175301	-0.362582
0.040	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.175301	-0.362582
0.050	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.174423	-0.158392	-0.362582
0.060	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.158100	-0.175301	-0.710832
0.070	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.479673	-0.362582
0.080	0.000000	0.000000	0.000000	0.000000	-1.258944	-0.158100	-0.175301	-0.014332
0.090	0.000000	0.000000	0.000000	0.000000	-1.258944	-0.158100	-0.158392	-0.380911
0.100	0.000000	0.000000	0.000000	0.000000	-1.523011	-0.174423	-0.175301	-0.032661
0.110	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.158100	-0.158392	-0.032661
0.120	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.174423	-0.175301	-0.014332
0.130	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.174423	-0.175301	-0.014332
0.140	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.158100	-0.462763	-0.014332
0.150	0.000000	0.000000	0.000000	0.000000	-1.258944	-0.158100	-0.158392	-0.032661
0.160	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.174423	-0.158392	-0.014332
0.170	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.158100	-0.158392	-0.032661
0.180	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.158100	-0.175301	-0.362582
0.190	0.000000	0.000000	0.000000	0.000000	-1.258944	-0.174423	-0.175301	-0.032661
0.200	0.000000	0.000000	0.000000	0.000000	-1.523011	-0.174423	-0.141482	-0.014332
0.210	0.000000	0.000000	0.000000	0.000000	-1.554078	-0.174423	-0.158392	-0.362582
0.220	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.158100	-0.175301	-0.032661
0.230	0.000000	0.000000	0.000000	0.000000	-1.243411	0.135701	-0.175301	-0.014332
0.240	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.158100	-0.175301	-0.032661
0.250	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.175301	-0.362582
0.260	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.158100	-0.158392	-0.032661
0.270	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.158392	-0.362582
0.280	0.000000	0.000000	0.000000	0.000000	-1.554078	-0.174423	-0.158392	-0.032661
0.290	0.000000	0.000000	0.000000	0.000000	-1.554078	-0.174423	-0.158392	-0.380911
0.300	0.000000	0.000000	0.000000	0.000000	-1.538544	0.152023	-0.158392	-0.014332
0.310	0.000000	0.000000	0.000000	0.000000	-1.523011	-0.158100	-0.175301	-0.014332
0.320	0.000000	0.000000	0.000000	0.000000	-1.243411	0.152023	-0.175301	-0.344253
0.330	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.158100	-0.175301	-0.014332
0.340	0.000000	0.000000	0.000000	0.000000	-1.227877	-0.174423	-0.158392	-0.014332
0.350	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.175301	-0.362582
0.360	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.158100	-0.175301	-0.014332
0.370	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.141482	-0.014332
0.380	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.174423	-0.158392	-0.014332
0.390	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.174423	-0.175301	-0.344253
0.400	0.000000	0.000000	0.000000	0.000000	-1.258944	-0.174423	-0.175301	0.003997
0.410	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.174423	-0.158392	-0.014332
0.420	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.158100	-0.158392	-0.014332
0.430	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.158392	-0.344253
0.440	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.174423	-0.175301	-0.014332
0.450	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.158100	-0.462763	-0.362582
0.460	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.158100	-0.158392	-0.014332
0.470	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.174423	-0.158392	-0.014332
0.480	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.174423	-0.175301	-0.032661
0.490	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.158100	-0.479673	-0.014332
0.500	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.158100	-0.175301	-0.032661
0.510	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.158100	-0.479673	-0.014332
0.520	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.158100	-0.175301	-0.362582
0.530	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.175301	-0.032661
0.540	0.000000	0.000000	0.000000	0.000000	-1.523011	-0.174423	-0.479673	-0.032661
0.550	0.000000	0.000000	0.000000	0.000000	-1.523011	-0.174423	-0.158392	-0.032661
0.560	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.158100	-0.158392	-0.362582
0.570	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.158100	-0.175301	-0.014332
0.580	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.174423	-0.175301	-0.032661
0.590	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.158100	-0.175301	-0.032661
0.600	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.175301	-0.032661
0.610	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.158100	-0.141482	-0.032661
0.620	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.190745	-0.175301	-0.032661
0.630	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.158392	-0.362582
0.640	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.158392	-0.032661
0.650	0.000000	0.000000	0.000000	0.000000	-1.538544	0.119378	-0.479673	-0.014332
0.660	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.158392	-0.380911
0.670	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.479673	-0.014332
0.680	0.000000	0.000000	0.000000	0.000000	-1.258944	-0.174423	-0.175301	-0.014332
0.690	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.190745	-0.158392	-0.362582
0.700	0.000000	0.000000	0.000000	0.000000	-1.554078	-0.174423	-0.175301	-0.362582
0.710	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.141482	-0.014332
0.720	0.000000	0.000000	0.000000	0.000000	-1.258944	0.135701	-0.479673	-0.014332
0.730	0.000000	0.000000	0.000000	0.000000	-1.258944	-0.174423	-0.158392	-0.050990
0.740	0.000000	0.000000	0.000000	0.000000	-1.258944	-0.174423	-0.158392	-0.380911
0.750	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.158100	-0.479673	-0.014332
0.760	0.000000	0.000000	0.000000	0.000000	-1.554078	-0.158100	-0.141482	-0.032661
0.770	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.174423	-0.141482	-0.032661
0.780	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.158100	-0.141482	-0.032661
0.790	0.000000	0.000000	0.000000	0.000000	-1.538544	0.135701	-0.158392	-0.014332
0.800	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.141482	0.003997
0.810	0.000000	0.000000	0.000000	0.000000	-1.554078	-0.174423	-0.158392	-0.325924
0.820	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.158392	-0.325924
0.830	0.000000	0.000000	0.000000	0.000000	-1.538544	0.152023	-0.158392	-0.344253
0.840	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.174423	-0.141482	-0.014332
0.850	0.000000	0.000000	0.000000	0.000000	-1.554078	0.135701	-0.141482	0.022326
0.860	0.000000	0.000000	0.000000	0.000000	-1.258944	-0.174423	-0.158392	-0.014332
0.870	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.158100	-0.141482	0.003997
0.880	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.158100	-0.141482	-0.362582
0.890	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.190745	-0.158392	-0.014332
0.900	0.000000	0.000000	0.000000	0.000000	-1.523011	-0.174423	-0.158392	-0.014332
0.910	0.000000	0.000000	0.000000	0.000000	-1.258944	-0.174423	-0.158392	-0.014332
0.920	0.000000	0.000000	0.000000	0.000000	-1.258944	-0.158100	-0.141482	-0.032661
0.930	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.174423	-0.158392	-0.032661
0.940	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.158100	-0.141482	-0.362582
0.950	0.000000	0.000000	0.000000	0.000000	-1.243411	0.119378	-0.141482	-0.014332
0.960	0.000000	0.000000	0.000000	0.000000	-1.258944	-0.174423	-0.158392	-0.362582
0.970	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.174423	-0.462763	-0.032661
0.980	0.000000	0.000000	0.000000	0.000000	-1.538544	-0.174423	-0.141482	-0.362582
0.990	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.190745	-0.158392	-0.014332
1.000	0.000000	0.000000	0.000000	0.000000	-1.538544	0.135701	-0.141482	-0.014332
1.010	0.125581	0.125581	0.125581	0.125581	-1.243411	-0.174423	-0.158392	-0.362582
1.020	0.250666	0.250666	0.250666	0.250666	-1.258944	-0.174423	-0.158392	-0.014332
1.030	0.374762	0.374762	0.374762	0.374762	-1.538544	0.135701	-0.158392	-0.032661
1.040	0.497380	0.497380	0.497380	0.497380	-1.243411	-0.174423	-0.158392	-0.014332
1.050	0.618034	0.618034	0.618034	0.618034	-1.243411	0.135701	-0.141482	-0.032661
1.060	0.736249	0.736249	0.736249	0.736249	-1.243411	0.135701	-0.158392	-0.014332
1.070	0.851558	0.851558	0.851558	0.851558	-0.948277	0.152023	-0.158392	-0.014332
1.080	0.963507	0.963507	0.963507	0.963507	-0.948277	0.135701	0.145979	-0.014332
1.090	1.071653	1.071653	1.071653	1.071653	-0.963811	0.445824	0.145979	0.315589
1.100	1.175570	1.175570	1.175570	1.175570	-0.668677	0.462146	0.450351	0.645510
1.110	1.274848	1.274848	1.274848	1.274848	-0.668677	0.429502	0.467260	0.663839
1.120	1.369094	1.369094	1.369094	1.369094	-0.668677	0.462146	0.450351	0.993760
1.130	1.457937	1.457937	1.457937	1.457937	-0.373544	0.739625	0.450351	0.993760
1.140	1.541026	1.541026	1.541026	1.541026	-0.078410	0.755947	0.450351	0.645510
1.150	1.618034	1.618034	1.618034	1.618034	-0.373544	1.066070	0.771632	0.993760
1.160	1.688656	1.688656	1.688656	1.688656	-0.078410	1.049748	0.771632	0.993760
1.170	1.752613	1.752613	1.752613	1.752613	-0.062877	1.049748	0.771632	1.323681
1.180	1.809654	1.809654	1.809654	1.809654	0.216723	1.359872	0.788541	1.342010
1.190	1.859553	1.859553	1.859553	1.859553	0.216723	1.376194	0.771632	1.690260
1.200	1.902113	1.902113	1.902113	1.902113	0.511857	1.376194	0.788541	1.342010
1.210	1.937166	1.937166	1.937166	1.937166	0.511857	1.359872	1.092912	1.671931
1.220	1.964574	1.964574	1.964574	1.964574	0.511857	1.669995	1.076003	1.671931
1.230	1.984229	1.984229	1.984229	1.984229	0.527390	1.686317	1.076003	1.690260
1.240	1.996053	1.996053	1.996053	1.996053	0.216723	1.376194	1.059093	1.690260
1.250	2.000000	2.000000	2.000000	2.000000	0.511857	1.669995	1.397284	1.671931
1.260	1.996053	1.996053	1.996053	1.996053	0.511857	1.669995	1.397284	1.690260
1.270	1.984229	1.984229	1.984229	1.984229	0.511857	1.686317	1.397284	1.690260
1.280	1.964575	1.964575	1.964575	1.964575	0.511857	1.686317	1.397284	1.690260
1.290	1.937166	1.937166	1.937166	1.937166	0.511857	1.669995	1.397284	1.671931
1.300	1.902113	1.902113	1.902113	1.902113	0.496323	1.669995	1.397284	1.671931
1.310	1.859553	1.859553	1.859553	1.859553	0.511857	1.686317	1.414193	1.671931
1.320	1.809654	1.809654	1.809654	1.809654	0.201190	1.686317	1.397284	1.690260
1.330	1.752613	1.752613	1.752613	1.752613	0.496323	1.669995	1.397284	1.653602
1.340	1.688656	1.688656	1.688656	1.688656	0.511857	1.686317	1.397284	1.671931
1.350	1.618034	1.618034	1.618034	1.618034	0.496323	1.686317	1.380374	1.690260
1.360	1.541027	1.541027	1.541027	1.541027	0.201190	1.686317	1.397284	1.671931
1.370	1.457937	1.457937	1.457937	1.457937	0.496323	1.686317	1.397284	2.020181
1.380	1.369094	1.369094	1.369094	1.369094	0.216723	1.686317	1.380374	1.671931
1.390	1.274848	1.274848	1.274848	1.274848	0.511857	1.686317	1.397284	1.690260
1.400	1.175571	1.175571	1.175571	1.175571	0.511857	1.686317	1.397284	1.671931
1.410	1.071654	1.071654	1.071654	1.071654	0.511857	1.686317	1.380374	1.671931
1.420	0.963508	0.963508	0.963508	0.963508	0.201190	1.686317	1.397284	1.690260
1.430	0.851559	0.851559	0.851559	0.851559	0.511857	1.686317	1.397284	1.690260
1.440	0.736249	0.736249	0.736249	0.736249	0.216723	1.669995	1.092912	1.342010
1.450	0.618034	0.618034	0.618034	0.618034	-0.078410	1.082393	1.076003	1.323681
1.460	0.497380	0.497380	0.497380	0.497380	-0.078410	1.066070	0.771632	1.012089
1.470	0.374763	0.374763	0.374763	0.374763	-0.373544	0.772269	0.771632	0.993760
1.480	0.250667	0.250667	0.250667	0.250667	-0.668677	0.755947	0.771632	0.993760
1.490	0.125581	0.125581	0.125581	0.125581	-0.653144	0.755947	0.754722	0.993760
1.500	0.000000	0.000000	0.000000	0.000000	-0.373544	0.445824	0.467260	0.645510
1.510	-0.125581	-0.125581	-0.125581	-0.125581	-0.653144	0.445824	0.145979	0.315589
1.520	-0.250666	-0.250666	-0.250666	-0.250666	-0.668677	0.445824	0.450351	0.663839
1.530	-0.374762	-0.374762	-0.374762	-0.374762	-0.963811	0.152023	0.450351	0.315589
1.540	-0.497379	-0.497379	-0.497379	-0.497379	-0.948277	0.135701	0.129070	-0.014332
1.550	-0.618034	-0.618034	-0.618034	-0.618034	-0.948277	-0.158100	0.129070	0.315589
1.560	-0.736249	-0.736249	-0.736249	-0.736249	-1.243411	-0.174423	0.145979	-0.014332
1.570	-0.851558	-0.851558	-0.851558	-0.851558	-1.538544	-0.158100	-0.175301	-0.344253
1.580	-0.963507	-0.963507	-0.963507	-0.963507	-1.243411	-0.174423	-0.175301	-0.014332
1.590	-1.071653	-1.071653	-1.071653	-1.071653	-1.538544	-0.484546	-0.158392	-0.692503
1.600	-1.175570	-1.175570	-1.175570	-1.175570	-1.523011	-0.158100	-0.158392	-0.344253
1.610	-1.274848	-1.274848	-1.274848	-1.274848	-1.538544	-0.468224	-0.496582	-0.692503
1.620	-1.369094	-1.369094	-1.369094	-1.369094	-1.818144	-0.468224	-0.462763	-1.040753
1.630	-1.457937	-1.457937	-1.457937	-1.457937	-1.833678	-0.778347	-0.784044	-0.692503
1.640	-1.541026	-1.541026	-1.541026	-1.541026	-2.128811	-0.778347	-0.784044	-1.022424
1.650	-1.618034	-1.618034	-1.618034	-1.618034	-2.128811	-0.778347	-1.105325	-1.370674
1.660	-1.688656	-1.688656	-1.688656	-1.688656	-2.128811	-1.104792	-1.105325	-1.389003
1.670	-1.752613	-1.752613	-1.752613	-1.752613	-2.408411	-1.088470	-1.105325	-1.389003
1.680	-1.809654	-1.809654	-1.809654	-1.809654	-2.408411	-1.088470	-1.088415	-1.370674
1.690	-1.859553	-1.859553	-1.859553	-1.859553	-2.408411	-1.088470	-1.714067	-1.370674
1.700	-1.902113	-1.902113	-1.902113	-1.902113	-2.423944	-1.382271	-1.409696	-1.370674
1.710	-1.937166	-1.937166	-1.937166	-1.937166	-2.703545	-1.382271	-1.714067	-1.389003
1.720	-1.964574	-1.964574	-1.964574	-1.964574	-2.703545	-1.382271	-1.714067	-1.718924
1.730	-1.984229	-1.984229	-1.984229	-1.984229	-2.719078	-1.414916	-1.714067	-1.718924
1.740	-1.996053	-1.996053	-1.996053	-1.996053	-2.703545	-1.398594	-1.714067	-1.389003
1.750	-2.000000	-2.000000	-2.000000	-2.000000	-2.703545	-1.708717	-1.714067	-1.718924
1.760	-1.996053	-1.996053	-1.996053	-1.996053	-2.719078	-2.035162	-1.714067	-1.718924
1.770	-1.984229	-1.984229	-1.984229	-1.984229	-2.703545	-1.725039	-1.730977	-1.737253
1.780	-1.964575	-1.964575	-1.964575	-1.964575	-2.703545	-1.708717	-1.714067	-2.067174
1.790	-1.937166	-1.937166	-1.937166	-1.937166	-2.703545	-1.708717	-1.714067	-1.700595
1.800	-1.902113	-1.902113	-1.902113	-1.902113	-2.703545	-1.725039	-1.714067	-1.718924
1.810	-1.859553	-1.859553	-1.859553	-1.859553	-2.719078	-1.725039	-1.714067	-1.718924
1.820	-1.809654	-1.809654	-1.809654	-1.809654	-2.703545	-1.708717	-1.730977	-1.700595
1.830	-1.752614	-1.752614	-1.752614	-1.752614	-2.703545	-1.708717	-1.730977	-1.718924
1.840	-1.688656	-1.688656	-1.688656	-1.688656	-2.719078	-1.708717	-1.714067	-1.718924
1.850	-1.618034	-1.618034	-1.618034	-1.618034	-2.719078	-1.725039	-1.714067	-2.067174
1.860	-1.541027	-1.541027	-1.541027	-1.541027	-2.703545	-1.725039	-1.730977	-2.067174
1.870	-1.457938	-1.457938	-1.457938	-1.457938	-2.719078	-1.708717	-1.714067	-1.737253
1.880	-1.369095	-1.369095	-1.369095	-1.369095	-2.703545	-1.725039	-1.714067	-1.718924
1.890	-1.274848	-1.274848	-1.274848	-1.274848	-2.719078	-1.725039	-1.714067	-1.718924
1.900	-1.175571	-1.175571	-1.175571	-1.175571	-2.703545	-1.741361	-1.697158	-1.718924
1.910	-1.071654	-1.071654	-1.071654	-1.071654	-2.719078	-1.708717	-1.714067	-2.085503
1.920	-0.963508	-0.963508	-0.963508	-0.963508	-2.408411	-1.725039	-1.697158	-2.067174
1.930	-0.851559	-0.851559	-0.851559	-0.851559	-2.408411	-1.708717	-1.714067	-1.718924
1.940	-0.736249	-0.736249	-0.736249	-0.736249	-2.408411	-1.414916	-1.714067	-1.718924
1.950	-0.618034	-0.618034	-0.618034	-0.618034	-2.423944	-1.088470	-1.714067	-1.370674
1.960	-0.497380	-0.497380	-0.497380	-0.497380	-2.128811	-1.088470	-1.105325	-1.389003
1.970	-0.374763	-0.374763	-0.374763	-0.374763	-2.113278	-1.104792	-1.088415	-1.040753
1.980	-0.250667	-0.250667	-0.250667	-0.250667	-2.128811	-1.088470	-1.088415	-1.040753
1.990	-0.125581	-0.125581	-0.125581	-0.125581	-1.818144	-0.794669	-1.105325	-1.059082
2.000	-0.000000	-0.000000	-0.000000	-0.000000	-1.554078	-0.794669	-0.767134	-1.040753
2.010	0.125581	0.125581	0.125581	0.125581	-1.538544	-0.484546	-0.784044	-1.040753
2.020	0.250666	0.250666	0.250666	0.250666	-1.538544	-0.484546	-0.767134	-0.710832
2.030	0.374762	0.374762	0.374762	0.374762	-1.538544	-0.468224	-0.479673	-0.344253
2.040	0.497379	0.497379	0.497379	0.497379	-1.538544	-0.174423	-0.479673	-0.362582
2.050	0.618034	0.618034	0.618034	0.618034	-1.243411	-0.174423	-0.175301	-0.014332
2.060	0.736249	0.736249	0.736249	0.736249	-1.258944	-0.158100	-0.479673	0.315589
2.070	0.851558	0.851558	0.851558	0.851558	-0.948277	0.135701	0.162889	0.297260
2.080	0.963507	0.963507	0.963507	0.963507	-0.948277	0.152023	0.145979	0.315589
2.090	1.071653	1.071653	1.071653	1.071653	-0.963811	0.135701	0.145979	0.315589
2.100	1.175570	1.175570	1.175570	1.175570	-0.684211	0.462146	0.450351	0.645510
2.110	1.274848	1.274848	1.274848	1.274848	-0.668677	0.429502	0.450351	0.663839
2.120	1.369094	1.369094	1.369094	1.369094	-0.373544	0.739625	0.433441	0.645510
2.130	1.457937	1.457937	1.457937	1.457937	-0.358010	0.755947	0.450351	0.975431
2.140	1.541026	1.541026	1.541026	1.541026	-0.078410	0.755947	0.771632	0.993760
2.150	1.618034	1.618034	1.618034	1.618034	-0.093944	1.049748	0.450351	0.975431
2.160	1.688656	1.688656	1.688656	1.688656	-0.062877	0.755947	0.771632	1.342010
2.170	1.752613	1.752613	1.752613	1.752613	0.201190	1.066070	0.754722	1.342010
2.180	1.809654	1.809654	1.809654	1.809654	-0.093944	1.066070	0.771632	1.323681
2.190	1.859553	1.859553	1.859553	1.859553	0.216723	1.066070	1.059093	1.342010
2.200	1.902113	1.902113	1.902113	1.902113	0.216723	1.376194	1.076003	1.690260
2.210	1.937166	1.937166	1.937166	1.937166	0.216723	1.376194	1.380374	1.342010
2.220	1.964574	1.964574	1.964574	1.964574	0.201190	1.376194	1.380374	1.690260
2.230	1.984229	1.984229	1.984229	1.984229	0.216723	1.376194	1.380374	1.690260
2.240	1.996053	1.996053	1.996053	1.996053	0.496323	1.376194	1.397284	1.690260
2.250	2.000000	2.000000	2.000000	2.000000	0.511857	1.376194	1.380374	1.690260
2.260	1.996053	1.996053	1.996053	1.996053	0.496323	1.669995	1.380374	1.671931
2.270	1.984229	1.984229	1.984229	1.984229	0.496323	1.669995	1.380374	1.671931
